Date,Open,High,Low,Close,Adj Close,Volume
2019-06-20,242.000000,245.500000,241.000000,245.000000,233.628754,37836291
2019-06-21,248.000000,248.500000,246.000000,248.500000,236.966309,61164304
2019-06-24,241.000000,242.000000,240.000000,241.000000,237.458954,43300507
2019-06-25,241.000000,241.500000,237.000000,238.500000,234.995682,28559283
2019-06-26,235.000000,236.500000,234.000000,234.500000,231.054459,27607041
2019-06-27,236.000000,241.500000,236.000000,240.500000,236.966309,42007834
2019-06-28,241.500000,241.500000,238.000000,239.000000,235.488342,25962203
2019-07-01,245.500000,250.000000,245.000000,248.500000,244.848755,66307875
2019-07-02,249.500000,250.000000,247.500000,249.000000,245.341400,24181202
2019-07-03,244.000000,245.000000,242.000000,242.500000,238.936905,29449774
2019-07-04,244.500000,245.000000,242.500000,244.000000,240.414871,17481240
2019-07-05,244.500000,245.000000,241.500000,243.000000,239.429565,22867074
2019-07-08,240.000000,244.500000,240.000000,242.500000,238.936905,27787909
2019-07-09,241.500000,243.000000,240.500000,242.000000,238.444260,16418987
2019-07-10,243.000000,247.000000,243.000000,247.000000,243.370789,23812131
2019-07-11,250.000000,250.000000,247.500000,250.000000,246.326721,31160289
2019-07-12,252.000000,252.000000,249.500000,250.500000,246.819366,23479432
2019-07-15,251.000000,254.500000,249.500000,254.500000,250.760590,29727300
2019-07-16,254.000000,256.500000,253.500000,256.000000,252.238556,21361249
2019-07-17,254.000000,254.000000,251.000000,252.000000,248.297318,25573648
2019-07-18,252.000000,254.500000,251.500000,254.000000,250.267944,20842575
2019-07-19,259.500000,261.000000,259.000000,259.000000,255.194489,59709798
2019-07-22,263.000000,264.000000,262.000000,264.000000,260.121033,31522639
2019-07-23,265.500000,266.500000,262.500000,264.000000,260.121033,29273223
2019-07-24,266.500000,266.500000,263.000000,265.000000,261.106323,23734039
2019-07-25,264.000000,265.000000,261.500000,265.000000,261.106323,30433545
2019-07-26,261.000000,262.500000,261.000000,261.000000,257.165100,20438071
2019-07-29,260.000000,262.000000,259.500000,261.000000,257.165100,17509320
2019-07-30,262.500000,263.000000,260.000000,260.000000,256.179779,22670612
2019-07-31,260.000000,260.000000,257.000000,259.500000,255.687134,31635601
